Date,Year,Month,WaterYear,TWtrTriquet_bay01_Q_level,TWtrTriquet_bay01_Q_flags,TWtrTriquet_bay01_UNESCO_Q_level,TWtrTriquet_bay01,TWtrTriquet_bay01_Med,TWtrTriquet_bay01_Avg,TWtrTriquet_bay01_Min,TWtrTriquet_bay01_Max
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01,NS_Triquet_bay01
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2022-06-03,2022,Jun,2021-2022,1,,2,10.81,10.761,10.7462291666667,10.638,10.883
2022-06-04,2022,Jun,2021-2022,1,,2,11.151,11.0425,10.99003125,10.761,11.151
2022-06-05,2022,Jun,2021-2022,1,,2,11.589,11.1755,11.2233541666667,10.858,11.589
2022-06-06,2022,Jun,2021-2022,1,,2,11.516,11.698,11.6815729166667,11.516,11.832
2022-06-07,2022,Jun,2021-2022,1,,2,11.953,11.929,11.8314270833333,11.516,12.292
2022-06-08,2022,Jun,2021-2022,1,,2,12.751,12.1290833333333,12.2512083333333,11.71,12.751
2022-06-09,2022,Jun,2021-2022,1,,2,11.807,12.165,12.2015208333333,11.734,12.799
2022-06-10,2022,Jun,2021-2022,1,,2,11.686,11.59,11.58853125,11.443,11.803
2022-06-11,2022,Jun,2021-2022,1,,2,11.832,11.796,11.8207708333333,11.686,12.171
2022-06-12,2022,Jun,2021-2022,1,,2,11.953,11.952,12.0120729166667,11.832,12.413
2022-06-13,2022,Jun,2021-2022,1,,2,11.832,12.12,12.1255520833333,11.807,12.509
2022-06-14,2022,Jun,2021-2022,1,,2,12.122,12.0599583333333,12.0506875,11.832,12.364
2022-06-15,2022,Jun,2021-2022,1,,2,11.88,12.1365416666667,12.2244583333333,11.88,12.823
2022-06-16,2022,Jun,2021-2022,1,,2,11.88,12.0809583333333,12.0400625,11.856,12.268
2022-06-17,2022,Jun,2021-2022,1,,2,11.904,12.0495,12.0932708333333,11.832,12.606
2022-06-18,2022,Jun,2021-2022,1,,2,12.098,12.172,12.1429791666667,11.88,12.437
2022-06-19,2022,Jun,2021-2022,1,,2,12.316,12.269,12.2218958333333,12.001,12.509
2022-06-20,2022,Jun,2021-2022,1,,2,12.219,12.196,12.2388854166667,12.122,12.558
2022-06-21,2022,Jun,2021-2022,1,,2,12.219,12.197,12.1767708333333,12.074,12.268
2022-06-22,2022,Jun,2021-2022,1,,2,12.34,12.306,12.3710729166667,12.147,12.847
2022-06-23,2022,Jun,2021-2022,1,,2,12.534,12.5195,12.6102916666667,12.316,13.161
2022-06-24,2022,Jun,2021-2022,1,,2,13.329,13.0210416666667,13.0572395833333,12.538,13.642
2022-06-25,2022,Jun,2021-2022,1,,2,13.425,13.5199583333333,13.6190416666667,13.257,14.122
2022-06-26,2022,Jun,2021-2022,1,,2,13.329,13.548,13.5040208333333,13.04,13.81
2022-06-27,2022,Jun,2021-2022,1,,2,13.137,13.5879583333333,13.5566041666667,13.137,13.81
2022-06-28,2022,Jun,2021-2022,1,,2,13.522,13.6,13.4459479166667,13.04,13.642
2022-06-29,2022,Jun,2021-2022,1,,2,13.906,13.665,13.7333541666667,13.425,14.122
2022-06-30,2022,Jun,2021-2022,1,,2,13.497,13.968,13.9442395833333,13.497,14.218
2022-07-01,2022,Jul,2021-2022,1,,2,13.858,13.826,13.73096875,13.329,14.194
2022-07-02,2022,Jul,2021-2022,1,,2,14.002,14.001,13.9794791666667,13.666,14.433
2022-07-03,2022,Jul,2021-2022,1,,2,13.93,13.929,13.98075,13.834,14.29
2022-07-04,2022,Jul,2021-2022,1,,2,14.026,14.014,14.0275,13.906,14.314
2022-07-05,2022,Jul,2021-2022,1,,2,14.194,14.172,14.1850833333333,14.03,14.553
2022-07-06,2022,Jul,2021-2022,1,,2,14.29,14.29,14.347625,14.194,14.721
2022-07-07,2022,Jul,2021-2022,1,,2,14.505,14.397,14.4549895833333,14.17,15.008
2022-07-08,2022,Jul,2021-2022,1,,2,14.912,14.7565,14.9275104166667,14.513,15.843
2022-07-09,2022,Jul,2021-2022,1,,2,14.96,15.699,15.5722291666667,14.601,16.225
2022-07-10,2022,Jul,2021-2022,1,,2,14.337,14.614,14.5918645833333,14.29,14.952
2022-07-11,2022,Jul,2021-2022,1,,2,14.409,14.387,14.3475416666667,14.146,14.457
2022-07-12,2022,Jul,2021-2022,1,,2,14.314,14.407,14.4165104166667,14.314,14.553
2022-07-13,2022,Jul,2021-2022,1,,2,13.906,14.337,14.2851666666667,13.906,14.577
2022-07-14,2022,Jul,2021-2022,1,,2,13.401,13.82,13.7906354166667,13.353,13.978
2022-07-15,2022,Jul,2021-2022,1,,2,13.449,13.416,13.4155625,13.305,13.522
2022-07-16,2022,Jul,2021-2022,1,,2,13.738,13.583,13.60178125,13.449,13.786
2022-07-17,2022,Jul,2021-2022,1,,2,14.002,13.788,13.76225,13.522,14.026
2022-07-18,2022,Jul,2021-2022,1,,2,14.002,13.931,13.9275,13.786,14.17
2022-07-19,2022,Jul,2021-2022,1,,2,13.978,14.045,14.1759791666667,13.978,14.625
2022-07-20,2022,Jul,2021-2022,1,,2,14.314,14.267,14.1868333333333,13.954,14.601
2022-07-21,2022,Jul,2021-2022,1,,2,14.505,14.387,14.42540625,14.242,14.697
2022-07-22,2022,Jul,2021-2022,1,,2,14.481,14.574,14.6643958333333,14.481,15.079
2022-07-23,2022,Jul,2021-2022,1,,2,14.385,14.578,14.5873333333333,14.361,14.864
2022-07-24,2022,Jul,2021-2022,1,,2,14.721,14.721,14.722875,14.385,15.127
2022-07-25,2022,Jul,2021-2022,1,,2,14.673,15.182,15.2263958333333,14.673,15.843
2022-07-26,2022,Jul,2021-2022,1,,2,14.266,15.103,15.0848020833333,14.266,15.485
2022-07-27,2022,Jul,2021-2022,1,,2,14.745,15.6109166666667,15.4998020833333,14.274,16.415
2022-07-28,2022,Jul,2021-2022,1,,2,14.984,15.973875,15.86871875,14.7488333333333,16.749
2022-07-29,2022,Jul,2021-2022,1,,2,14.888,15.6329583333333,15.5533333333333,14.888,16.058
2022-07-30,2022,Jul,2021-2022,1,,2,14.936,15.1839583333333,15.2661458333333,14.745,15.891
2022-07-31,2022,Jul,2021-2022,1,,2,15.342,15.318,15.1244583333333,14.361,15.748
2022-08-01,2022,Aug,2021-2022,1,,2,14.29,15.125,15.0987916666667,14.29,15.796
2022-08-02,2022,Aug,2021-2022,1,,2,14.122,14.1,14.1371458333333,13.978,14.433
2022-08-03,2022,Aug,2021-2022,1,,2,14.146,14.171,14.1911875,14.098,14.361
2022-08-04,2022,Aug,2021-2022,1,,2,14.17,14.159,14.2155625,14.074,14.601
2022-08-05,2022,Aug,2021-2022,1,,2,14.505,14.431,14.3589479166667,14.05,14.721
2022-08-06,2022,Aug,2021-2022,1,,2,14.792,14.486,14.5029479166667,14.026,14.864
2022-08-07,2022,Aug,2021-2022,1,,2,14.409,14.386,14.2893229166667,13.714,14.816
2022-08-08,2022,Aug,2021-2022,1,,2,13.449,13.605,13.7808541666667,13.281,14.529
2022-08-09,2022,Aug,2021-2022,1,,2,13.329,13.586,13.5243333333333,13.161,13.786
2022-08-10,2022,Aug,2021-2022,1,,2,13.112,13.088,13.1334479166667,12.558,13.81
2022-08-11,2022,Aug,2021-2022,1,,2,12.992,13.447,13.3749583333333,12.968,13.69
2022-08-12,2022,Aug,2021-2022,1,"MV:10 of 24 missing",3,,13.079,13.1286812559028,12.871,13.449
2022-08-13,2022,Aug,2021-2022,1,,9,,,,,
2022-08-14,2022,Aug,2021-2022,1,,9,,,,,
2022-08-15,2022,Aug,2021-2022,1,,9,,,,,
2022-08-16,2022,Aug,2021-2022,1,,9,,,,,
2022-08-17,2022,Aug,2021-2022,1,,9,,,,,
2022-08-18,2022,Aug,2021-2022,1,,9,,,,,
2022-08-19,2022,Aug,2021-2022,1,,9,,,,,
2022-08-20,2022,Aug,2021-2022,1,,9,,,,,
2022-08-21,2022,Aug,2021-2022,1,,9,,,,,
2022-08-22,2022,Aug,2021-2022,1,,9,,,,,
2022-08-23,2022,Aug,2021-2022,1,,9,,,,,
2022-08-24,2022,Aug,2021-2022,1,,9,,,,,
2022-08-25,2022,Aug,2021-2022,1,,9,,,,,
2022-08-26,2022,Aug,2021-2022,1,,9,,,,,
2022-08-27,2022,Aug,2021-2022,1,,9,,,,,
2022-08-28,2022,Aug,2021-2022,1,,9,,,,,
2022-08-29,2022,Aug,2021-2022,1,,9,,,,,
2022-08-30,2022,Aug,2021-2022,1,,9,,,,,
2022-08-31,2022,Aug,2021-2022,1,,9,,,,,
2022-09-01,2022,Sep,2021-2022,1,,9,,,,,
2022-09-02,2022,Sep,2021-2022,1,,9,,,,,
2022-09-03,2022,Sep,2021-2022,1,,9,,,,,
2022-09-04,2022,Sep,2021-2022,1,,9,,,,,
2022-09-05,2022,Sep,2021-2022,1,,9,,,,,
2022-09-06,2022,Sep,2021-2022,1,,9,,,,,
2022-09-07,2022,Sep,2021-2022,1,,9,,,,,
2022-09-08,2022,Sep,2021-2022,1,,9,,,,,
2022-09-09,2022,Sep,2021-2022,1,,9,,,,,
2022-09-10,2022,Sep,2021-2022,1,,9,,,,,
2022-09-11,2022,Sep,2021-2022,1,,9,,,,,
2022-09-12,2022,Sep,2021-2022,1,,9,,,,,
2022-09-13,2022,Sep,2021-2022,1,,9,,,,,
2022-09-14,2022,Sep,2021-2022,1,,9,,,,,
2022-09-15,2022,Sep,2021-2022,1,,9,,,,,
2022-09-16,2022,Sep,2021-2022,1,,9,,,,,
2022-09-17,2022,Sep,2021-2022,1,,9,,,,,
2022-09-18,2022,Sep,2021-2022,1,,9,,,,,
2022-09-19,2022,Sep,2021-2022,1,,9,,,,,
2022-09-20,2022,Sep,2021-2022,1,,9,,,,,
2022-09-21,2022,Sep,2021-2022,1,,9,,,,,
2022-09-22,2022,Sep,2021-2022,1,,9,,,,,
2022-09-23,2022,Sep,2021-2022,1,,9,,,,,
2022-09-24,2022,Sep,2021-2022,1,,9,,,,,
2022-09-25,2022,Sep,2021-2022,1,,9,,,,,
2022-09-26,2022,Sep,2021-2022,1,,9,,,,,
2022-09-27,2022,Sep,2021-2022,1,,9,,,,,
2022-09-28,2022,Sep,2021-2022,1,,9,,,,,
2022-09-29,2022,Sep,2021-2022,1,,9,,,,,
2022-09-30,2022,Sep,2021-2022,1,,9,,,,,
2022-10-01,2022,Oct,2022-2023,1,,9,,,,,
2022-10-02,2022,Oct,2022-2023,1,,9,,,,,
2022-10-03,2022,Oct,2022-2023,1,,9,,,,,
2022-10-04,2022,Oct,2022-2023,1,,9,,,,,
2022-10-05,2022,Oct,2022-2023,1,,9,,,,,
2022-10-06,2022,Oct,2022-2023,1,,9,,,,,
2022-10-07,2022,Oct,2022-2023,1,,9,,,,,
2022-10-08,2022,Oct,2022-2023,1,,9,,,,,
2022-10-09,2022,Oct,2022-2023,1,,9,,,,,
2022-10-10,2022,Oct,2022-2023,1,,9,,,,,
2022-10-11,2022,Oct,2022-2023,1,,9,,,,,
2022-10-12,2022,Oct,2022-2023,1,,9,,,,,
2022-10-13,2022,Oct,2022-2023,1,,9,,,,,
2022-10-14,2022,Oct,2022-2023,1,,9,,,,,
2022-10-15,2022,Oct,2022-2023,1,,9,,,,,
2022-10-16,2022,Oct,2022-2023,1,,9,,,,,
2022-10-17,2022,Oct,2022-2023,1,,9,,,,,
2022-10-18,2022,Oct,2022-2023,1,,9,,,,,
2022-10-19,2022,Oct,2022-2023,1,,9,,,,,
2022-10-20,2022,Oct,2022-2023,1,,9,,,,,
2022-10-21,2022,Oct,2022-2023,1,,9,,,,,
2022-10-22,2022,Oct,2022-2023,1,,9,,,,,
2022-10-23,2022,Oct,2022-2023,1,,9,,,,,
2022-10-24,2022,Oct,2022-2023,1,,9,,,,,
2022-10-25,2022,Oct,2022-2023,1,,9,,,,,
2022-10-26,2022,Oct,2022-2023,1,,9,,,,,
2022-10-27,2022,Oct,2022-2023,1,,9,,,,,
2022-10-28,2022,Oct,2022-2023,1,,9,,,,,
2022-10-29,2022,Oct,2022-2023,1,,9,,,,,
2022-10-30,2022,Oct,2022-2023,1,,9,,,,,
2022-10-31,2022,Oct,2022-2023,1,,9,,,,,
2022-11-01,2022,Nov,2022-2023,1,,9,,,,,
2022-11-02,2022,Nov,2022-2023,1,,9,,,,,
2022-11-03,2022,Nov,2022-2023,1,,9,,,,,
2022-11-04,2022,Nov,2022-2023,1,,9,,,,,
2022-11-05,2022,Nov,2022-2023,1,,9,,,,,
2022-11-06,2022,Nov,2022-2023,1,,9,,,,,
2022-11-07,2022,Nov,2022-2023,1,,9,,,,,
2022-11-08,2022,Nov,2022-2023,1,,9,,,,,
2022-11-09,2022,Nov,2022-2023,1,,9,,,,,
2022-11-10,2022,Nov,2022-2023,1,,9,,,,,
2022-11-11,2022,Nov,2022-2023,1,,9,,,,,
2022-11-12,2022,Nov,2022-2023,1,,9,,,,,
2022-11-13,2022,Nov,2022-2023,1,,9,,,,,
2022-11-14,2022,Nov,2022-2023,1,,9,,,,,
2022-11-15,2022,Nov,2022-2023,1,,9,,,,,
2022-11-16,2022,Nov,2022-2023,1,,9,,,,,
2022-11-17,2022,Nov,2022-2023,1,,9,,,,,
2022-11-18,2022,Nov,2022-2023,1,,9,,,,,
2022-11-19,2022,Nov,2022-2023,1,,9,,,,,
2022-11-20,2022,Nov,2022-2023,1,,9,,,,,
2022-11-21,2022,Nov,2022-2023,1,,9,,,,,
2022-11-22,2022,Nov,2022-2023,1,,9,,,,,
2022-11-23,2022,Nov,2022-2023,1,,9,,,,,
2022-11-24,2022,Nov,2022-2023,1,,9,,,,,
2022-11-25,2022,Nov,2022-2023,1,,9,,,,,
2022-11-26,2022,Nov,2022-2023,1,,9,,,,,
2022-11-27,2022,Nov,2022-2023,1,,9,,,,,
2022-11-28,2022,Nov,2022-2023,1,,9,,,,,
2022-11-29,2022,Nov,2022-2023,1,,9,,,,,
2022-11-30,2022,Nov,2022-2023,1,,9,,,,,
2022-12-01,2022,Dec,2022-2023,1,,9,,,,,
2022-12-02,2022,Dec,2022-2023,1,,9,,,,,
2022-12-03,2022,Dec,2022-2023,1,,9,,,,,
2022-12-04,2022,Dec,2022-2023,1,,9,,,,,
2022-12-05,2022,Dec,2022-2023,1,,9,,,,,
2022-12-06,2022,Dec,2022-2023,1,,9,,,,,
2022-12-07,2022,Dec,2022-2023,1,,9,,,,,
2022-12-08,2022,Dec,2022-2023,1,,9,,,,,
2022-12-09,2022,Dec,2022-2023,1,,9,,,,,
2022-12-10,2022,Dec,2022-2023,1,,9,,,,,
2022-12-11,2022,Dec,2022-2023,1,,9,,,,,
2022-12-12,2022,Dec,2022-2023,1,,9,,,,,
2022-12-13,2022,Dec,2022-2023,1,,9,,,,,
2022-12-14,2022,Dec,2022-2023,1,,9,,,,,
2022-12-15,2022,Dec,2022-2023,1,,9,,,,,
2022-12-16,2022,Dec,2022-2023,1,,9,,,,,
2022-12-17,2022,Dec,2022-2023,1,,9,,,,,
2022-12-18,2022,Dec,2022-2023,1,,9,,,,,
2022-12-19,2022,Dec,2022-2023,1,,9,,,,,
2022-12-20,2022,Dec,2022-2023,1,,9,,,,,
2022-12-21,2022,Dec,2022-2023,1,,9,,,,,
2022-12-22,2022,Dec,2022-2023,1,,9,,,,,
2022-12-23,2022,Dec,2022-2023,1,,9,,,,,
2022-12-24,2022,Dec,2022-2023,1,,9,,,,,
2022-12-25,2022,Dec,2022-2023,1,,9,,,,,
2022-12-26,2022,Dec,2022-2023,1,,9,,,,,
2022-12-27,2022,Dec,2022-2023,1,,9,,,,,
2022-12-28,2022,Dec,2022-2023,1,,9,,,,,
2022-12-29,2022,Dec,2022-2023,1,,9,,,,,
2022-12-30,2022,Dec,2022-2023,1,,9,,,,,
2022-12-31,2022,Dec,2022-2023,1,,9,,,,,
2023-01-01,2023,Jan,2022-2023,1,,9,,,,,
2023-01-02,2023,Jan,2022-2023,1,,9,,,,,
2023-01-03,2023,Jan,2022-2023,1,,9,,,,,
2023-01-04,2023,Jan,2022-2023,1,,9,,,,,
2023-01-05,2023,Jan,2022-2023,1,,9,,,,,
2023-01-06,2023,Jan,2022-2023,1,,9,,,,,
2023-01-07,2023,Jan,2022-2023,1,,9,,,,,
2023-01-08,2023,Jan,2022-2023,1,,9,,,,,
2023-01-09,2023,Jan,2022-2023,1,,9,,,,,
2023-01-10,2023,Jan,2022-2023,1,,9,,,,,
2023-01-11,2023,Jan,2022-2023,1,,9,,,,,
2023-01-12,2023,Jan,2022-2023,1,,9,,,,,
2023-01-13,2023,Jan,2022-2023,1,,9,,,,,
2023-01-14,2023,Jan,2022-2023,1,,9,,,,,
2023-01-15,2023,Jan,2022-2023,1,,9,,,,,
2023-01-16,2023,Jan,2022-2023,1,,9,,,,,
2023-01-17,2023,Jan,2022-2023,1,,9,,,,,
2023-01-18,2023,Jan,2022-2023,1,,9,,,,,
2023-01-19,2023,Jan,2022-2023,1,,9,,,,,
2023-01-20,2023,Jan,2022-2023,1,,9,,,,,
2023-01-21,2023,Jan,2022-2023,1,,9,,,,,
2023-01-22,2023,Jan,2022-2023,1,,9,,,,,
2023-01-23,2023,Jan,2022-2023,1,,9,,,,,
2023-01-24,2023,Jan,2022-2023,1,,9,,,,,
2023-01-25,2023,Jan,2022-2023,1,,9,,,,,
2023-01-26,2023,Jan,2022-2023,1,,9,,,,,
2023-01-27,2023,Jan,2022-2023,1,,9,,,,,
2023-01-28,2023,Jan,2022-2023,1,,9,,,,,
2023-01-29,2023,Jan,2022-2023,1,,9,,,,,
2023-01-30,2023,Jan,2022-2023,1,,9,,,,,
2023-01-31,2023,Jan,2022-2023,1,,9,,,,,
2023-02-01,2023,Feb,2022-2023,1,,9,,,,,
2023-02-02,2023,Feb,2022-2023,1,,9,,,,,
2023-02-03,2023,Feb,2022-2023,1,,9,,,,,
2023-02-04,2023,Feb,2022-2023,1,,9,,,,,
2023-02-05,2023,Feb,2022-2023,1,,9,,,,,
2023-02-06,2023,Feb,2022-2023,1,,9,,,,,
2023-02-07,2023,Feb,2022-2023,1,,9,,,,,
2023-02-08,2023,Feb,2022-2023,1,,9,,,,,
2023-02-09,2023,Feb,2022-2023,1,,9,,,,,
2023-02-10,2023,Feb,2022-2023,1,,9,,,,,
2023-02-11,2023,Feb,2022-2023,1,,9,,,,,
2023-02-12,2023,Feb,2022-2023,1,,9,,,,,
2023-02-13,2023,Feb,2022-2023,1,,9,,,,,
2023-02-14,2023,Feb,2022-2023,1,,9,,,,,
2023-02-15,2023,Feb,2022-2023,1,,9,,,,,
2023-02-16,2023,Feb,2022-2023,1,,9,,,,,
2023-02-17,2023,Feb,2022-2023,1,,9,,,,,
2023-02-18,2023,Feb,2022-2023,1,,9,,,,,
2023-02-19,2023,Feb,2022-2023,1,,9,,,,,
2023-02-20,2023,Feb,2022-2023,1,,9,,,,,
2023-02-21,2023,Feb,2022-2023,1,,9,,,,,
2023-02-22,2023,Feb,2022-2023,1,,9,,,,,
2023-02-23,2023,Feb,2022-2023,1,,9,,,,,
2023-02-24,2023,Feb,2022-2023,1,,9,,,,,
2023-02-25,2023,Feb,2022-2023,1,,9,,,,,
2023-02-26,2023,Feb,2022-2023,1,,9,,,,,
2023-02-27,2023,Feb,2022-2023,1,,9,,,,,
2023-02-28,2023,Feb,2022-2023,1,,9,,,,,
2023-03-01,2023,Mar,2022-2023,1,,9,,,,,
2023-03-02,2023,Mar,2022-2023,1,,9,,,,,
2023-03-03,2023,Mar,2022-2023,1,,9,,,,,
2023-03-04,2023,Mar,2022-2023,1,,9,,,,,
2023-03-05,2023,Mar,2022-2023,1,,9,,,,,
2023-03-06,2023,Mar,2022-2023,1,,9,,,,,
2023-03-07,2023,Mar,2022-2023,1,,9,,,,,
2023-03-08,2023,Mar,2022-2023,1,,9,,,,,
2023-03-09,2023,Mar,2022-2023,1,,9,,,,,
2023-03-10,2023,Mar,2022-2023,1,,9,,,,,
2023-03-11,2023,Mar,2022-2023,1,,9,,,,,
2023-03-12,2023,Mar,2022-2023,1,,9,,,,,
2023-03-13,2023,Mar,2022-2023,1,,9,,,,,
2023-03-14,2023,Mar,2022-2023,1,,9,,,,,
2023-03-15,2023,Mar,2022-2023,1,,9,,,,,
2023-03-16,2023,Mar,2022-2023,1,,9,,,,,
2023-03-17,2023,Mar,2022-2023,1,,9,,,,,
2023-03-18,2023,Mar,2022-2023,1,,9,,,,,
2023-03-19,2023,Mar,2022-2023,1,,9,,,,,
2023-03-20,2023,Mar,2022-2023,1,,9,,,,,
2023-03-21,2023,Mar,2022-2023,1,,9,,,,,
2023-03-22,2023,Mar,2022-2023,1,,9,,,,,
2023-03-23,2023,Mar,2022-2023,1,,9,,,,,
2023-03-24,2023,Mar,2022-2023,1,,9,,,,,
2023-03-25,2023,Mar,2022-2023,1,,9,,,,,
2023-03-26,2023,Mar,2022-2023,1,,9,,,,,
2023-03-27,2023,Mar,2022-2023,1,,9,,,,,
2023-03-28,2023,Mar,2022-2023,1,,9,,,,,
2023-03-29,2023,Mar,2022-2023,1,,9,,,,,
2023-03-30,2023,Mar,2022-2023,1,,9,,,,,
2023-03-31,2023,Mar,2022-2023,1,,9,,,,,
2023-04-01,2023,Apr,2022-2023,1,,9,,,,,
2023-04-02,2023,Apr,2022-2023,1,,9,,,,,
2023-04-03,2023,Apr,2022-2023,1,,9,,,,,
2023-04-04,2023,Apr,2022-2023,1,,9,,,,,
2023-04-05,2023,Apr,2022-2023,1,,9,,,,,
2023-04-06,2023,Apr,2022-2023,1,,9,,,,,
2023-04-07,2023,Apr,2022-2023,1,,9,,,,,
2023-04-08,2023,Apr,2022-2023,1,,9,,,,,
2023-04-09,2023,Apr,2022-2023,1,,9,,,,,
2023-04-10,2023,Apr,2022-2023,1,,9,,,,,
2023-04-11,2023,Apr,2022-2023,1,,9,,,,,
2023-04-12,2023,Apr,2022-2023,1,,9,,,,,
2023-04-13,2023,Apr,2022-2023,1,,9,,,,,
2023-04-14,2023,Apr,2022-2023,1,,9,,,,,
2023-04-15,2023,Apr,2022-2023,1,,9,,,,,
2023-04-16,2023,Apr,2022-2023,1,,9,,,,,
2023-04-17,2023,Apr,2022-2023,1,,9,,,,,
2023-04-18,2023,Apr,2022-2023,1,,9,,,,,
2023-04-19,2023,Apr,2022-2023,1,,9,,,,,
2023-04-20,2023,Apr,2022-2023,1,,9,,,,,
2023-04-21,2023,Apr,2022-2023,1,,9,,,,,
2023-04-22,2023,Apr,2022-2023,1,,9,,,,,
2023-04-23,2023,Apr,2022-2023,1,,9,,,,,
2023-04-24,2023,Apr,2022-2023,1,,9,,,,,
2023-04-25,2023,Apr,2022-2023,1,,9,,,,,
2023-04-26,2023,Apr,2022-2023,1,,9,,,,,
2023-04-27,2023,Apr,2022-2023,1,,9,,,,,
2023-04-28,2023,Apr,2022-2023,1,,9,,,,,
2023-04-29,2023,Apr,2022-2023,1,,9,,,,,
2023-04-30,2023,Apr,2022-2023,1,,9,,,,,
2023-05-01,2023,May,2022-2023,1,,9,,,,,
2023-05-02,2023,May,2022-2023,1,,9,,,,,
2023-05-03,2023,May,2022-2023,1,,9,,,,,
2023-05-04,2023,May,2022-2023,1,,9,,,,,
2023-05-05,2023,May,2022-2023,1,,9,,,,,
2023-05-06,2023,May,2022-2023,1,,9,,,,,
2023-05-07,2023,May,2022-2023,1,,9,,,,,
2023-05-08,2023,May,2022-2023,1,,9,,,,,
2023-05-09,2023,May,2022-2023,1,,9,,,,,
2023-05-10,2023,May,2022-2023,1,,9,,,,,
2023-05-11,2023,May,2022-2023,1,,9,,,,,
2023-05-12,2023,May,2022-2023,1,,9,,,,,
2023-05-13,2023,May,2022-2023,1,,9,,,,,
2023-05-14,2023,May,2022-2023,1,,9,,,,,
2023-05-15,2023,May,2022-2023,1,,9,,,,,
2023-05-16,2023,May,2022-2023,1,,9,,,,,
2023-05-17,2023,May,2022-2023,1,,9,,,,,
2023-05-18,2023,May,2022-2023,1,,9,,,,,
2023-05-19,2023,May,2022-2023,1,,9,,,,,
2023-05-20,2023,May,2022-2023,1,,9,,,,,
2023-05-21,2023,May,2022-2023,1,,9,,,,,
2023-05-22,2023,May,2022-2023,1,,9,,,,,
2023-05-23,2023,May,2022-2023,1,,9,,,,,
2023-05-24,2023,May,2022-2023,1,,9,,,,,
2023-05-25,2023,May,2022-2023,1,,9,,,,,
2023-05-26,2023,May,2022-2023,1,,9,,,,,
2023-05-27,2023,May,2022-2023,1,,9,,,,,
2023-05-28,2023,May,2022-2023,1,,9,,,,,
2023-05-29,2023,May,2022-2023,1,,9,,,,,
2023-05-30,2023,May,2022-2023,1,,9,,,,,
2023-05-31,2023,May,2022-2023,1,,9,,,,,
2023-06-01,2023,Jun,2022-2023,1,,9,,,,,
2023-06-02,2023,Jun,2022-2023,1,,9,,,,,
2023-06-03,2023,Jun,2022-2023,1,,9,,,,,
2023-06-04,2023,Jun,2022-2023,1,,9,,,,,
2023-06-05,2023,Jun,2022-2023,1,,9,,,,,
2023-06-06,2023,Jun,2022-2023,1,,9,,,,,
2023-06-07,2023,Jun,2022-2023,1,,9,,,,,
2023-06-08,2023,Jun,2022-2023,1,,9,,,,,
2023-06-09,2023,Jun,2022-2023,1,,9,,,,,
2023-06-10,2023,Jun,2022-2023,1,,9,,,,,
2023-06-11,2023,Jun,2022-2023,1,,9,,,,,
2023-06-12,2023,Jun,2022-2023,1,,9,,,,,
2023-06-13,2023,Jun,2022-2023,1,,9,,,,,
2023-06-14,2023,Jun,2022-2023,1,,9,,,,,
2023-06-15,2023,Jun,2022-2023,1,,9,,,,,
2023-06-16,2023,Jun,2022-2023,1,,9,,,,,
2023-06-17,2023,Jun,2022-2023,1,,9,,,,,
2023-06-18,2023,Jun,2022-2023,1,,9,,,,,
2023-06-19,2023,Jun,2022-2023,1,,9,,,,,
2023-06-20,2023,Jun,2022-2023,1,,9,,,,,
2023-06-21,2023,Jun,2022-2023,1,,9,,,,,
2023-06-22,2023,Jun,2022-2023,1,,9,,,,,
2023-06-23,2023,Jun,2022-2023,1,,9,,,,,
2023-06-24,2023,Jun,2022-2023,1,,9,,,,,
2023-06-25,2023,Jun,2022-2023,1,,9,,,,,
2023-06-26,2023,Jun,2022-2023,1,,9,,,,,
2023-06-27,2023,Jun,2022-2023,1,,9,,,,,
2023-06-28,2023,Jun,2022-2023,1,,9,,,,,
2023-06-29,2023,Jun,2022-2023,1,,9,,,,,
2023-06-30,2023,Jun,2022-2023,1,,9,,,,,
2023-07-01,2023,Jul,2022-2023,1,,9,,,,,
2023-07-02,2023,Jul,2022-2023,1,,9,,,,,
2023-07-03,2023,Jul,2022-2023,1,,9,,,,,
2023-07-04,2023,Jul,2022-2023,1,,9,,,,,
2023-07-05,2023,Jul,2022-2023,1,,9,,,,,
2023-07-06,2023,Jul,2022-2023,1,,9,,,,,
2023-07-07,2023,Jul,2022-2023,1,,9,,,,,
2023-07-08,2023,Jul,2022-2023,1,,9,,,,,
2023-07-09,2023,Jul,2022-2023,1,,9,,,,,
2023-07-10,2023,Jul,2022-2023,1,,9,,,,,
2023-07-11,2023,Jul,2022-2023,1,,9,,,,,
2023-07-12,2023,Jul,2022-2023,1,,9,,,,,
2023-07-13,2023,Jul,2022-2023,1,,9,,,,,
2023-07-14,2023,Jul,2022-2023,1,,9,,,,,
2023-07-15,2023,Jul,2022-2023,1,,9,,,,,
2023-07-16,2023,Jul,2022-2023,1,,9,,,,,
