Date,Year,Month,WaterYear,TWtrPruth_pocketQ_level,TWtrPruth_pocketQ_flags,TWtrPruth_pocketUNESCO_Q_level,TWtrPruth_pocket,TWtrPruth_pocketMed,TWtrPruth_pocketAvg,TWtrPruth_pocketMin,TWtrPruth_pocketMax
PST,Year,Month,WaterYear,Quality level,Quality flags,UNESCO QC,deg C,deg C,deg C,deg C,deg C
date,Year,Month,WaterYear,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket,NS_Pruth_pocket
date,year,month,waterYear,WaterTemp_QL,WaterTemp_QC,WaterTemp_UQL,WaterTemp,WaterTemp_Med,WaterTemp_Avg,WaterTemp_Min,WaterTemp_Max
2021-12-17,2021,Dec,2021-2022,1,,2,6.775,6.573,6.57245833333334,6.064,6.877
2021-12-18,2021,Dec,2021-2022,1,,2,6.573,6.84725,6.74752083333333,5.962,7.782
2021-12-19,2021,Dec,2021-2022,1,,2,7.179,7.08316666666667,7.03975,5.655,7.582
2021-12-20,2021,Dec,2021-2022,1,,2,7.28,6.84708333333333,6.79007291666667,5.757,7.682
2021-12-21,2021,Dec,2021-2022,1,,2,7.28,7.26741666666667,7.28189583333333,6.471,7.682
2021-12-22,2021,Dec,2021-2022,1,,2,7.682,7.49358333333333,7.53308333333333,6.775,7.983
2021-12-23,2021,Dec,2021-2022,1,,2,7.28,7.75283333333333,7.62925,6.877,7.983
2021-12-24,2021,Dec,2021-2022,1,,2,6.674,7.21695833333333,7.14514583333333,6.471,7.782
2021-12-25,2021,Dec,2021-2022,1,,2,7.079,6.55608333333333,6.61838541666667,5.655,7.481
2021-12-26,2021,Dec,2021-2022,1,,2,6.064,7.2295,7.22696875,6.064,8.282
2021-12-27,2021,Dec,2021-2022,1,,2,7.381,7.52220833333333,7.15180208333333,4.934,8.282
2021-12-28,2021,Dec,2021-2022,1,,2,7.381,7.389375,7.21447916666667,5.141,8.082
2021-12-29,2021,Dec,2021-2022,1,,2,6.775,5.33841666666667,6.212625,4.415,8.082
2021-12-30,2021,Dec,2021-2022,1,,2,7.582,7.582,7.55819791666666,6.80883333333333,8.082
2021-12-31,2021,Dec,2021-2022,1,,2,6.064,6.775,6.9533125,6.064,7.983
2022-01-01,2022,Jan,2021-2022,1,,2,7.079,6.877,6.73676041666666,5.962,7.179
2022-01-02,2022,Jan,2021-2022,1,,2,7.079,6.978,6.99633333333333,6.573,7.682
2022-01-03,2022,Jan,2021-2022,1,,2,7.179,7.22116666666667,7.31025,6.775,7.782
2022-01-04,2022,Jan,2021-2022,1,,2,7.28,7.22533333333333,7.18786458333333,5.86,7.882
2022-01-05,2022,Jan,2021-2022,1,,2,7.481,7.28,7.18680208333333,5.552,7.682
2022-01-06,2022,Jan,2021-2022,1,,2,6.573,7.28,7.1393125,5.757,7.682
2022-01-07,2022,Jan,2021-2022,1,,2,7.28,6.99058333333333,7.04998958333333,6.58983333333333,7.381
2022-01-08,2022,Jan,2021-2022,1,,2,5.037,6.72870833333333,6.21917708333333,3.893,7.28
2022-01-09,2022,Jan,2021-2022,1,,2,6.268,6.05125,6.07505208333333,5.05433333333333,7.481
2022-01-10,2022,Jan,2021-2022,1,,2,6.674,6.47525,6.49239583333334,6.268,6.674
2022-01-11,2022,Jan,2021-2022,1,,2,7.481,7.28,7.21880208333333,6.674,7.582
2022-01-12,2022,Jan,2021-2022,1,,2,7.381,7.582,7.54929166666666,7.28,7.682
2022-01-13,2022,Jan,2021-2022,1,,2,7.481,7.481,7.5136875,7.381,7.682
2022-01-14,2022,Jan,2021-2022,1,,2,7.481,7.45183333333333,7.43725,7.381,7.481
2022-01-15,2022,Jan,2021-2022,1,,2,7.481,7.48941666666667,7.52935416666666,7.481,7.682
2022-01-16,2022,Jan,2021-2022,1,,2,7.481,7.481,7.475,7.381,7.582
2022-01-17,2022,Jan,2021-2022,1,,2,7.582,7.582,7.60382291666666,7.481,7.682
2022-01-18,2022,Jan,2021-2022,1,,2,7.682,7.682,7.647625,7.582,7.682
2022-01-19,2022,Jan,2021-2022,1,,2,7.582,7.682,7.62239583333333,7.481,7.682
2022-01-20,2022,Jan,2021-2022,1,,2,7.682,7.682,7.68929166666666,7.582,7.782
2022-01-21,2022,Jan,2021-2022,1,,2,7.682,7.682,7.67366666666666,7.582,7.782
2022-01-22,2022,Jan,2021-2022,1,,2,7.381,7.682,7.67876041666666,7.381,7.782
2022-01-23,2022,Jan,2021-2022,1,,2,6.877,7.381,7.4256875,6.877,7.782
2022-01-24,2022,Jan,2021-2022,1,,2,6.573,6.88120833333333,7.0034375,6.471,7.481
2022-01-25,2022,Jan,2021-2022,1,,2,6.268,6.96954166666667,6.86659375,6.268,7.28
2022-01-26,2022,Jan,2021-2022,1,,2,6.877,7.16641666666667,7.06757291666667,6.268,7.481
2022-01-27,2022,Jan,2021-2022,1,,2,6.978,7.07479166666667,6.89338541666667,5.962,7.381
2022-01-28,2022,Jan,2021-2022,1,,2,7.179,6.98641666666667,6.92019791666667,5.962,7.28
2022-01-29,2022,Jan,2021-2022,1,,2,7.28,6.93975,6.91713541666667,6.37,7.381
2022-01-30,2022,Jan,2021-2022,1,,2,7.582,7.57358333333333,7.4990625,7.079,7.682
2022-01-31,2022,Jan,2021-2022,1,,2,7.481,7.632,7.45261458333333,6.775,7.682
2022-02-01,2022,Feb,2021-2022,1,,2,7.381,7.42258333333333,7.26139583333333,6.573,7.682
2022-02-02,2022,Feb,2021-2022,1,,2,6.471,6.77970833333333,6.95433333333333,6.37,7.582
2022-02-03,2022,Feb,2021-2022,1,,2,6.978,7.25075,7.21348958333333,6.37,7.582
2022-02-04,2022,Feb,2021-2022,1,,2,7.582,7.481,7.37216666666667,6.877,7.582
2022-02-05,2022,Feb,2021-2022,1,,2,7.381,7.582,7.50223958333333,7.179,7.582
2022-02-06,2022,Feb,2021-2022,1,,2,7.381,7.582,7.4855625,7.28,7.582
2022-02-07,2022,Feb,2021-2022,1,,2,7.682,7.682,7.64761458333333,7.4145,7.682
2022-02-08,2022,Feb,2021-2022,1,,2,7.481,7.48520833333333,7.54398958333333,7.381,7.682
2022-02-09,2022,Feb,2021-2022,1,,2,7.582,7.582,7.59965625,7.481,7.682
2022-02-10,2022,Feb,2021-2022,1,,2,7.682,7.682,7.69970833333333,7.59866666666667,7.782
2022-02-11,2022,Feb,2021-2022,1,,2,7.682,7.582,7.5711875,7.381,7.782
2022-02-12,2022,Feb,2021-2022,1,,2,7.481,7.47266666666667,7.41201041666667,6.674,7.6485
2022-02-13,2022,Feb,2021-2022,1,,2,7.381,7.18320833333333,7.26620833333333,6.978,7.481
2022-02-14,2022,Feb,2021-2022,1,,2,7.179,7.25054166666667,7.21291666666667,7.079,7.381
2022-02-15,2022,Feb,2021-2022,1,,2,7.179,7.179,7.16872916666667,6.877,7.481
2022-02-16,2022,Feb,2021-2022,1,,2,7.179,7.18320833333333,7.10552083333333,6.268,7.381
2022-02-17,2022,Feb,2021-2022,1,,2,7.28,7.28,7.18228125,6.573,7.381
2022-02-18,2022,Feb,2021-2022,1,,2,7.481,7.381,7.38705208333333,7.28,7.481
2022-02-19,2022,Feb,2021-2022,1,,2,7.481,7.481,7.48108333333333,7.381,7.582
2022-02-20,2022,Feb,2021-2022,1,,2,7.582,7.481,7.46338541666667,6.978,7.582
2022-02-21,2022,Feb,2021-2022,1,,2,6.877,7.17483333333333,7.23269791666667,6.573,7.582
2022-02-22,2022,Feb,2021-2022,1,,2,6.471,6.775,6.73302083333334,6.471,7.079
2022-02-23,2022,Feb,2021-2022,1,,2,6.674,6.674,6.58488541666667,5.757,6.978
2022-02-24,2022,Feb,2021-2022,1,,2,6.37,6.55608333333333,6.52710416666667,6.166,6.775
2022-02-25,2022,Feb,2021-2022,1,,2,6.37,6.319,6.3145625,5.962,6.573
2022-02-26,2022,Feb,2021-2022,1,,2,6.471,6.42895833333333,6.42580208333333,6.064,6.573
2022-02-27,2022,Feb,2021-2022,1,,2,6.775,6.674,6.61572916666667,6.471,6.775
2022-02-28,2022,Feb,2021-2022,1,,2,6.978,6.80475,6.83023958333333,6.674,7.079
2022-03-01,2022,Mar,2021-2022,1,,2,7.079,6.98220833333333,7.01898958333333,6.877,7.179
2022-03-02,2022,Mar,2021-2022,1,,2,7.079,7.079,7.07258333333333,6.978,7.179
2022-03-03,2022,Mar,2021-2022,1,,2,7.179,7.179,7.15504166666667,7.079,7.179
2022-03-04,2022,Mar,2021-2022,1,,2,7.079,7.10816666666667,7.10272916666667,6.877,7.179
2022-03-05,2022,Mar,2021-2022,1,,2,7.079,7.07479166666667,7.01154166666667,6.573,7.179
2022-03-06,2022,Mar,2021-2022,1,,2,7.179,7.079,7.07995833333333,6.978,7.179
2022-03-07,2022,Mar,2021-2022,1,,2,7.28,7.079,7.09657291666667,6.775,7.28
2022-03-08,2022,Mar,2021-2022,1,,2,7.28,7.179,7.19583333333333,7.179,7.381
2022-03-09,2022,Mar,2021-2022,1,,2,7.079,7.179,7.14559375,6.573,7.28
2022-03-10,2022,Mar,2021-2022,1,,2,6.877,6.978,6.97166666666667,6.775,7.079
2022-03-11,2022,Mar,2021-2022,1,,2,7.179,6.93170833333333,6.96847916666667,6.775,7.179
2022-03-12,2022,Mar,2021-2022,1,,2,7.179,7.179,7.21477083333333,7.079,7.481
2022-03-13,2022,Mar,2021-2022,1,,2,7.28,7.18320833333333,7.22003125,7.179,7.381
2022-03-14,2022,Mar,2021-2022,1,,2,7.28,7.28,7.28210416666667,7.179,7.381
2022-03-15,2022,Mar,2021-2022,1,,2,7.381,7.28,7.28315625,7.28,7.381
2022-03-16,2022,Mar,2021-2022,1,,2,7.481,7.381,7.4195,7.28,7.682
2022-03-17,2022,Mar,2021-2022,1,,2,7.481,7.381,7.41852083333333,7.381,7.582
2022-03-18,2022,Mar,2021-2022,1,,2,7.381,7.481,7.4633125,7.381,7.582
2022-03-19,2022,Mar,2021-2022,1,,2,7.481,7.381,7.41745833333333,7.381,7.481
2022-03-20,2022,Mar,2021-2022,1,,2,7.28,7.381,7.34498958333333,6.978,7.481
2022-03-21,2022,Mar,2021-2022,1,,2,7.481,7.381,7.36398958333333,7.179,7.481
2022-03-22,2022,Mar,2021-2022,1,,2,7.481,7.79033333333333,7.74235416666667,7.481,8.082
2022-03-23,2022,Mar,2021-2022,1,,2,7.481,7.481,7.49152083333333,7.481,7.582
2022-03-24,2022,Mar,2021-2022,1,,2,7.682,7.582,7.63388541666666,7.481,7.882
2022-03-25,2022,Mar,2021-2022,1,,2,7.682,7.682,7.682,7.682,7.682
2022-03-26,2022,Mar,2021-2022,1,,2,7.782,7.68616666666667,7.72470833333333,7.682,7.782
2022-03-27,2022,Mar,2021-2022,1,,2,7.682,7.71533333333333,7.7768125,7.582,8.282
2022-03-28,2022,Mar,2021-2022,1,,2,7.582,7.83616666666667,7.993125,7.582,8.879
2022-03-29,2022,Mar,2021-2022,1,,2,7.582,7.96975,7.98185416666666,7.582,8.68
2022-03-30,2022,Mar,2021-2022,1,,2,7.682,7.682,7.731,7.582,8.382
2022-03-31,2022,Mar,2021-2022,1,,2,7.682,7.77366666666667,7.7695625,7.682,8.082
2022-04-01,2022,Apr,2021-2022,1,,2,7.682,7.74866666666667,7.77997916666667,7.582,8.182
2022-04-02,2022,Apr,2021-2022,1,,2,7.582,7.682,7.66220833333333,7.582,7.782
2022-04-03,2022,Apr,2021-2022,1,,2,7.682,7.682,7.66429166666667,7.582,7.682
2022-04-04,2022,Apr,2021-2022,1,,2,7.682,7.682,7.682,7.682,7.682
2022-04-05,2022,Apr,2021-2022,1,,2,7.682,7.782,7.75283333333333,7.682,7.882
2022-04-06,2022,Apr,2021-2022,1,,2,7.582,7.682,7.68929166666667,7.582,7.882
2022-04-07,2022,Apr,2021-2022,1,,2,7.782,7.63616666666667,7.66325,7.582,7.782
2022-04-08,2022,Apr,2021-2022,1,,2,7.782,7.782,7.74866666666666,7.682,7.882
2022-04-09,2022,Apr,2021-2022,1,,2,8.182,7.832,7.82577083333333,7.481,8.382
2022-04-10,2022,Apr,2021-2022,1,,2,8.082,7.983,8.00829166666667,7.682,8.481
2022-04-11,2022,Apr,2021-2022,1,,2,7.882,7.97879166666667,7.94489583333333,7.682,8.282
2022-04-12,2022,Apr,2021-2022,1,,2,7.582,7.882,7.8498125,7.582,7.983
2022-04-13,2022,Apr,2021-2022,1,,2,7.582,7.77783333333333,7.74239583333333,7.28,8.082
2022-04-14,2022,Apr,2021-2022,1,,2,7.682,7.682,7.70179166666667,7.582,7.882
2022-04-15,2022,Apr,2021-2022,1,,2,7.782,7.68616666666667,7.68908333333333,6.877,7.882
2022-04-16,2022,Apr,2021-2022,1,,2,7.682,7.732,7.728875,7.582,7.882
2022-04-17,2022,Apr,2021-2022,1,,2,8.082,7.782,7.78622916666667,7.582,8.082
2022-04-18,2022,Apr,2021-2022,1,,2,7.983,7.88620833333333,7.91448958333333,7.782,8.082
2022-04-19,2022,Apr,2021-2022,1,,2,7.882,7.87783333333333,7.81644791666667,7.481,8.082
2022-04-20,2022,Apr,2021-2022,1,,2,8.082,7.882,7.90914583333333,7.782,8.082
2022-04-21,2022,Apr,2021-2022,1,,2,7.882,7.91145833333333,7.9385625,7.882,8.182
2022-04-22,2022,Apr,2021-2022,1,,2,7.983,7.983,8.06665625,7.882,8.68
2022-04-23,2022,Apr,2021-2022,1,,2,8.382,8.382,8.29419791666667,7.882,8.68
2022-04-24,2022,Apr,2021-2022,1,,2,8.082,8.28616666666667,8.29341666666667,8.082,8.481
2022-04-25,2022,Apr,2021-2022,1,,2,8.182,8.11116666666667,8.141375,8.082,8.382
2022-04-26,2022,Apr,2021-2022,1,,2,8.182,8.182,8.16325,8.082,8.182
2022-04-27,2022,Apr,2021-2022,1,,2,8.182,8.182,8.19658333333333,8.182,8.282
2022-04-28,2022,Apr,2021-2022,1,,2,8.282,8.1945,8.24964583333333,8.182,8.581
2022-04-29,2022,Apr,2021-2022,1,,2,8.581,8.40683333333333,8.58357291666667,8.282,9.571
2022-04-30,2022,Apr,2021-2022,1,,2,8.68,8.581,8.68080208333333,8.382,9.472
2022-05-01,2022,May,2021-2022,1,,2,9.077,8.6965,8.86963541666666,8.282,9.571
2022-05-02,2022,May,2021-2022,1,,2,8.581,8.57683333333333,8.67664583333333,8.282,9.472
2022-05-03,2022,May,2021-2022,1,,2,8.879,8.978,8.8135,8.382,9.077
2022-05-04,2022,May,2021-2022,1,,2,8.581,8.68,8.6625,8.581,8.879
2022-05-05,2022,May,2021-2022,1,,2,8.581,8.581,8.60566666666667,8.481,8.68
2022-05-06,2022,May,2021-2022,1,,2,8.581,8.581,8.6139375,8.481,8.779
2022-05-07,2022,May,2021-2022,1,,2,8.68,8.779,8.78863541666667,8.581,9.373
2022-05-08,2022,May,2021-2022,1,,2,9.176,9.0275,8.96220833333333,8.581,9.472
2022-05-09,2022,May,2021-2022,1,,2,9.077,9.081125,9.16840625,8.779,9.768
2022-05-10,2022,May,2021-2022,1,,2,8.978,8.98625,9.00973958333333,8.68,9.373
2022-05-11,2022,May,2021-2022,1,,2,9.176,9.25025,9.17177083333333,8.879,9.373
2022-05-12,2022,May,2021-2022,1,,2,8.978,9.023375,9.01916666666667,8.779,9.176
2022-05-13,2022,May,2021-2022,1,,2,9.275,9.18833333333333,9.17682291666667,8.879,9.571
2022-05-14,2022,May,2021-2022,1,,2,8.779,9.06875,9.0759375,8.779,9.275
2022-05-15,2022,May,2021-2022,1,,2,8.879,8.982125,9.02416666666667,8.68,9.472
2022-05-16,2022,May,2021-2022,1,,2,8.779,8.87895833333333,8.87752083333333,8.581,9.571
2022-05-17,2022,May,2021-2022,1,,2,8.879,8.879,8.87339583333333,8.68,9.373
2022-05-18,2022,May,2021-2022,1,,2,8.779,8.84983333333333,8.85277083333333,8.68,9.176
2022-05-19,2022,May,2021-2022,1,,2,8.68,8.779,8.78434375,8.68,9.077
2022-05-20,2022,May,2021-2022,1,,2,9.866,8.87483333333333,8.93622916666667,8.6965,9.866
2022-05-21,2022,May,2021-2022,1,,2,10.455,9.472,9.53948958333334,8.879,10.651
2022-05-22,2022,May,2021-2022,1,,2,9.275,9.66083333333333,9.8096875,9.077,11.139
2022-05-23,2022,May,2021-2022,1,,2,9.472,9.694,9.80815625,9.275,10.748
2022-05-24,2022,May,2021-2022,1,,2,9.373,9.500875,9.69207291666667,9.176,11.139
2022-05-25,2022,May,2021-2022,1,,2,9.472,9.472,9.74926041666667,9.275,10.748
2022-05-26,2022,May,2021-2022,1,,2,9.472,9.467875,9.69270833333333,9.176,11.236
2022-05-27,2022,May,2021-2022,1,,2,9.965,9.57916666666667,9.77232291666667,9.373,10.846
2022-05-28,2022,May,2021-2022,1,,2,9.472,9.571,9.68221875,9.373,10.748
2022-05-29,2022,May,2021-2022,1,,2,9.275,9.53383333333333,9.62994791666667,9.275,10.455
2022-05-30,2022,May,2021-2022,1,,2,10.161,9.472,9.65120833333333,9.275,10.846
2022-05-31,2022,May,2021-2022,1,,2,10.455,10.1160833333333,10.0734375,9.275,10.944
2022-06-01,2022,Jun,2021-2022,1,,2,10.063,9.965,10.2901458333333,9.373,11.819
2022-06-02,2022,Jun,2021-2022,1,,2,10.259,10.0134583333333,10.646,9.472,13.076
2022-06-03,2022,Jun,2021-2022,1,,2,11.236,10.4468333333333,10.71771875,9.571,12.69
2022-06-04,2022,Jun,2021-2022,1,,2,11.334,10.9640416666667,11.2147708333333,10.063,12.69
2022-06-05,2022,Jun,2021-2022,1,,2,11.431,10.6995,10.9405104166667,9.866,12.883
2022-06-06,2022,Jun,2021-2022,1,,2,11.819,11.4188333333333,11.493,10.455,12.304
2022-06-07,2022,Jun,2021-2022,1,,2,12.013,11.334,11.3537291666667,10.944,12.013
2022-06-08,2022,Jun,2021-2022,1,,2,11.334,11.4956666666667,11.4151770833333,10.553,11.9806666666667
2022-06-09,2022,Jun,2021-2022,1,,2,10.944,11.236,11.3310416666667,10.944,12.787
2022-06-10,2022,Jun,2021-2022,1,,2,10.651,10.9722916666667,11.0500104166667,10.651,12.11
2022-06-11,2022,Jun,2021-2022,1,,2,10.944,10.846,11.04971875,10.553,12.11
2022-06-12,2022,Jun,2021-2022,1,,2,11.041,10.8541666666667,10.9746770833333,10.553,12.304
2022-06-13,2022,Jun,2021-2022,1,,2,10.748,11.9564166666667,11.80284375,10.748,12.594
2022-06-14,2022,Jun,2021-2022,1,,2,11.041,11.6209166666667,11.6678229166667,10.7643333333333,12.69
2022-06-15,2022,Jun,2021-2022,1,,2,10.846,11.2319583333333,11.3431145833333,10.846,12.69
2022-06-16,2022,Jun,2021-2022,1,,2,10.846,11.0374166666667,11.406625,10.651,13.461
2022-06-17,2022,Jun,2021-2022,1,,2,10.944,11.0450833333333,11.1531041666667,10.455,12.69
2022-06-18,2022,Jun,2021-2022,1,,2,11.139,11.1267916666667,11.3729479166667,10.846,12.98
2022-06-19,2022,Jun,2021-2022,1,,2,11.625,11.0369583333333,11.0866458333333,10.161,11.916
2022-06-20,2022,Jun,2021-2022,1,,2,11.041,11.1346666666667,11.2294375,10.651,12.497
2022-06-21,2022,Jun,2021-2022,1,,2,11.819,11.0369583333333,11.1829583333333,10.846,11.819
2022-06-22,2022,Jun,2021-2022,1,,2,11.528,11.528,11.5247395833333,11.041,11.916
2022-06-23,2022,Jun,2021-2022,1,,2,11.528,11.5482083333333,11.7114583333333,10.846,12.98
2022-06-24,2022,Jun,2021-2022,1,,2,11.334,12.2959166666667,12.2715,10.748,13.558
2022-06-25,2022,Jun,2021-2022,1,,2,10.259,11.65725,12.11134375,10.259,14.709
2022-06-26,2022,Jun,2021-2022,1,,2,10.455,11.2564583333333,11.6139375,10.2753333333333,13.846
2022-06-27,2022,Jun,2021-2022,1,,2,10.455,11.041,11.6059791666667,10.259,14.9
2022-06-28,2022,Jun,2021-2022,1,,2,10.553,11.215875,11.3665208333333,9.866,14.23
2022-06-29,2022,Jun,2021-2022,1,,2,10.748,10.9399166666667,10.94103125,10.161,12.497
2022-06-30,2022,Jun,2021-2022,1,,2,10.944,10.9520833333333,10.9556458333333,10.357,11.722
2022-07-01,2022,Jul,2021-2022,1,,2,11.139,11.0005833333333,11.0510520833333,10.553,12.11
2022-07-02,2022,Jul,2021-2022,1,,2,11.139,10.846,10.94325,10.553,11.819
2022-07-03,2022,Jul,2021-2022,1,,2,10.161,10.6060833333333,10.5995208333333,10.161,11.236
2022-07-04,2022,Jul,2021-2022,1,,2,10.553,10.36925,10.4506666666667,10.063,10.846
2022-07-05,2022,Jul,2021-2022,1,,2,11.041,10.846,10.8123333333333,10.259,11.236
2022-07-06,2022,Jul,2021-2022,1,,2,11.431,11.268625,11.2742708333333,10.651,11.916
2022-07-07,2022,Jul,2021-2022,1,,2,13.654,11.4390833333333,11.8913229166667,10.259,14.23
2022-07-08,2022,Jul,2021-2022,1,,2,10.651,11.211625,11.9004270833333,10.455,14.517
2022-07-09,2022,Jul,2021-2022,1,,2,12.013,12.449,12.4386666666667,10.6835,14.613
2022-07-10,2022,Jul,2021-2022,1,,2,13.076,12.835,12.7149479166667,11.819,13.461
2022-07-11,2022,Jul,2021-2022,1,,2,12.304,12.7829583333333,12.7565833333333,12.304,13.076
2022-07-12,2022,Jul,2021-2022,1,,2,12.304,12.3444166666667,12.4506041666667,11.916,13.173
2022-07-13,2022,Jul,2021-2022,1,,2,11.819,12.2999583333333,12.40271875,11.528,13.75
2022-07-14,2022,Jul,2021-2022,1,,2,11.819,12.0897916666667,12.1135416666667,11.528,13.076
2022-07-15,2022,Jul,2021-2022,1,,2,12.013,12.174625,12.2606041666667,11.625,13.365
2022-07-16,2022,Jul,2021-2022,1,,2,12.401,12.3080416666667,12.5125833333333,11.819,13.846
2022-07-17,2022,Jul,2021-2022,1,,2,12.401,12.4849166666667,12.5508958333333,12.013,13.75
2022-07-18,2022,Jul,2021-2022,1,,2,12.594,12.27975,12.4139895833333,11.722,14.325
2022-07-19,2022,Jul,2021-2022,1,,2,12.401,12.441,12.3762395833333,11.916,12.69
2022-07-20,2022,Jul,2021-2022,1,,2,12.207,12.2514583333333,12.3295208333333,11.722,13.365
2022-07-21,2022,Jul,2021-2022,1,,2,12.11,12.11,12.37209375,11.625,14.038
2022-07-22,2022,Jul,2021-2022,1,,2,11.431,12.1342083333333,12.0819895833333,11.041,13.076
2022-07-23,2022,Jul,2021-2022,1,,2,11.334,11.8755833333333,11.8521770833333,11.236,12.594
2022-07-24,2022,Jul,2021-2022,1,,2,10.944,11.952375,11.8953333333333,10.944,12.98
2022-07-25,2022,Jul,2021-2022,1,,2,11.139,12.1301666666667,12.0406770833333,10.944,12.883
2022-07-26,2022,Jul,2021-2022,1,,2,10.846,11.5724583333333,11.89496875,10.846,14.9
2022-07-27,2022,Jul,2021-2022,1,,2,10.846,11.9240833333333,11.8315833333333,10.651,13.846
2022-07-28,2022,Jul,2021-2022,1,,2,10.944,11.6330833333333,11.621375,10.846,12.497
2022-07-29,2022,Jul,2021-2022,1,,2,11.139,11.4714166666667,11.7540104166667,10.846,14.9
2022-07-30,2022,Jul,2021-2022,1,,2,11.236,11.2685833333333,11.4589479166667,10.748,13.461
2022-07-31,2022,Jul,2021-2022,1,,2,11.916,10.9154166666667,11.3701875,10.553,14.325
2022-08-01,2022,Aug,2021-2022,1,,2,11.431,10.9396666666667,10.99715625,10.553,12.013
2022-08-02,2022,Aug,2021-2022,1,,2,10.944,10.553,10.7582395833333,10.161,13.173
2022-08-03,2022,Aug,2021-2022,1,,2,11.041,10.406,10.4698229166667,10.063,11.916
2022-08-04,2022,Aug,2021-2022,1,,2,11.041,10.5652083333333,10.6300833333333,10.161,11.041
2022-08-05,2022,Aug,2021-2022,1,,2,11.819,11.139,11.1825833333333,10.455,12.883
2022-08-06,2022,Aug,2021-2022,1,,2,10.259,11.2360416666667,11.2075,10.161,13.173
2022-08-07,2022,Aug,2021-2022,1,,2,10.161,10.8419166666667,11.2500416666667,10.161,13.942
2022-08-08,2022,Aug,2021-2022,1,,2,10.161,11.0001666666667,11.0260625,9.768,13.558
2022-08-09,2022,Aug,2021-2022,1,,2,10.161,10.638375,10.8072083333333,9.768,13.654
2022-08-10,2022,Aug,2021-2022,1,,2,10.357,10.5445416666667,10.8178541666667,9.866,12.883
2022-08-11,2022,Aug,2021-2022,1,,2,10.553,10.846,10.8675208333333,9.866,12.11
2022-08-12,2022,Aug,2021-2022,1,,2,10.455,10.699625,10.8484375,9.866,12.401
2022-08-13,2022,Aug,2021-2022,1,,2,10.063,10.6183333333333,10.7913541666667,9.965,13.846
2022-08-14,2022,Aug,2021-2022,1,,2,11.431,10.7358333333333,11.1245208333333,9.768,14.23
2022-08-15,2022,Aug,2021-2022,1,,2,11.819,11.5482083333333,11.5742708333333,10.748,12.401
2022-08-16,2022,Aug,2021-2022,1,,2,12.401,11.819,12.1875208333333,11.528,13.846
2022-08-17,2022,Aug,2021-2022,1,,2,13.076,12.291875,12.4270104166667,11.528,13.75
2022-08-18,2022,Aug,2021-2022,1,,2,11.916,12.3079166666667,12.3812916666667,11.431,14.23
2022-08-19,2022,Aug,2021-2022,1,,2,12.013,12.0453333333333,11.9572395833333,11.041,12.787
2022-08-20,2022,Aug,2021-2022,1,,2,11.819,11.9645,11.9541041666667,10.944,12.69
2022-08-21,2022,Aug,2021-2022,1,,2,11.916,12.303875,12.3283229166667,11.528,13.173
2022-08-22,2022,Aug,2021-2022,1,,2,11.528,12.2675833333333,12.2325416666667,11.236,13.076
2022-08-23,2022,Aug,2021-2022,1,,2,10.944,12.0897916666667,12.0729791666667,10.944,13.365
2022-08-24,2022,Aug,2021-2022,1,,2,11.528,11.9240833333333,12.0045833333333,10.9926666666667,12.883
2022-08-25,2022,Aug,2021-2022,1,,2,11.334,11.6896666666667,11.6853125,10.748,12.69
2022-08-26,2022,Aug,2021-2022,1,,2,11.431,11.4795,11.3706770833333,10.357,11.819
2022-08-27,2022,Aug,2021-2022,1,,2,11.041,11.3542083333333,11.6814791666667,10.748,14.804
2022-08-28,2022,Aug,2021-2022,1,,2,11.916,11.1430416666667,11.3892604166667,10.357,14.038
2022-08-29,2022,Aug,2021-2022,1,,2,12.304,12.1423333333333,12.0835833333333,11.041,12.497
2022-08-30,2022,Aug,2021-2022,1,,2,12.304,12.594,12.573625,12.304,12.98
2022-08-31,2022,Aug,2021-2022,1,,2,12.594,12.5495416666667,12.624625,12.013,13.942
2022-09-01,2022,Sep,2021-2022,1,,2,13.461,13.1325416666667,13.2069270833333,12.11,14.325
2022-09-02,2022,Sep,2021-2022,1,,2,13.173,13.2609166666667,13.323625,12.401,15.091
2022-09-03,2022,Sep,2021-2022,1,,2,13.558,13.06,13.03190625,12.497,13.654
2022-09-04,2022,Sep,2021-2022,1,,2,13.076,13.1082916666667,13.1433541666667,12.69,13.5098333333333
2022-09-05,2022,Sep,2021-2022,1,,2,13.076,13.076,13.1123125,12.883,13.365
2022-09-06,2022,Sep,2021-2022,1,,2,12.98,13.1609166666667,13.1676458333333,12.98,13.75
2022-09-07,2022,Sep,2021-2022,1,,2,13.173,13.076,13.1343854166667,12.98,13.654
2022-09-08,2022,Sep,2021-2022,1,,2,13.461,13.453,13.5364166666667,13.173,14.23
2022-09-09,2022,Sep,2021-2022,1,,2,12.594,14.038,13.8402604166667,12.207,14.9
2022-09-10,2022,Sep,2021-2022,1,,2,12.883,13.481625,13.6716354166667,12.497,15.473
2022-09-11,2022,Sep,2021-2022,1,,2,12.69,13.10825,13.23190625,11.625,14.709
2022-09-12,2022,Sep,2021-2022,1,,2,12.497,12.5050833333333,12.72171875,11.916,14.421
